YEAR,MO,DY,HR,Solar,Temperature,Humidity,Wind,Datetime,TempCorrection,PV_Power_W,PV_Energy_Wh
2024,1,1,0,0.0,25.17,96.57,2.21,2024-01-01 00:00:00,0.999235,0.0,0.0
2024,1,1,1,0.0,25.12,96.36,2.23,2024-01-01 01:00:00,0.99946,0.0,0.0
2024,1,1,2,0.0,25.05,96.29,2.2,2024-01-01 02:00:00,0.999775,0.0,0.0
2024,1,1,3,0.0,24.98,96.15,2.12,2024-01-01 03:00:00,1.00009,0.0,0.0
2024,1,1,4,0.0,24.89,96.11,2.01,2024-01-01 04:00:00,1.000495,0.0,0.0
2024,1,1,5,6.88,24.88,96.04,1.86,2024-01-01 05:00:00,1.00054,0.6883715199999999,0.6883715199999999
2024,1,1,6,101.12,25.95,93.43,2.05,2024-01-01 06:00:00,0.995725,10.0687712,10.0687712
2024,1,1,7,283.17,26.88,88.68,2.77,2024-01-01 07:00:00,0.99154,28.07743818,28.07743818
2024,1,1,8,473.83,27.87,83.23,3.15,2024-01-01 08:00:00,0.987085,46.77104855499999,46.77104855499999
2024,1,1,9,662.58,28.84,77.85,3.0,2024-01-01 09:00:00,0.98272,65.11306176000001,65.11306176000001
2024,1,1,10,758.7,29.48,74.65,2.87,2024-01-01 10:00:00,0.97984,74.3404608,74.3404608
2024,1,1,11,810.0,29.78,73.17,2.81,2024-01-01 11:00:00,0.97849,79.25769,79.25769
2024,1,1,12,731.8,29.9,72.75,2.72,2024-01-01 12:00:00,0.97795,71.566381,71.566381
2024,1,1,13,632.62,29.81,73.29,2.64,2024-01-01 13:00:00,0.978355,61.89269400999999,61.89269400999999
2024,1,1,14,509.15,29.55,74.69,2.59,2024-01-01 14:00:00,0.979525,49.872515375,49.872515375
2024,1,1,15,315.38,29.15,77.01,2.51,2024-01-01 15:00:00,0.981325,30.94902785,30.94902785
2024,1,1,16,153.25,28.57,81.67,2.13,2024-01-01 16:00:00,0.983935,15.078803875,15.078803875
2024,1,1,17,34.85,27.65,87.01,1.82,2024-01-01 17:00:00,0.988075,3.443441375,3.443441375
2024,1,1,18,0.0,26.7,92.93,1.56,2024-01-01 18:00:00,0.99235,0.0,0.0
2024,1,1,19,0.0,26.38,93.87,1.56,2024-01-01 19:00:00,0.99379,0.0,0.0
2024,1,1,20,0.0,26.13,94.44,1.51,2024-01-01 20:00:00,0.994915,0.0,0.0
2024,1,1,21,0.0,25.94,94.77,1.42,2024-01-01 21:00:00,0.99577,0.0,0.0
2024,1,1,22,0.0,25.79,94.61,1.31,2024-01-01 22:00:00,0.996445,0.0,0.0
2024,1,1,23,0.0,25.62,94.52,1.21,2024-01-01 23:00:00,0.99721,0.0,0.0
2024,1,2,0,0.0,25.37,95.12,1.2,2024-01-02 00:00:00,0.998335,0.0,0.0
2024,1,2,1,0.0,25.14,96.04,1.29,2024-01-02 01:00:00,0.99937,0.0,0.0
2024,1,2,2,0.0,24.97,96.46,1.37,2024-01-02 02:00:00,1.000135,0.0,0.0
2024,1,2,3,0.0,24.79,97.06,1.5,2024-01-02 03:00:00,1.000945,0.0,0.0
2024,1,2,4,0.0,24.63,97.55,1.61,2024-01-02 04:00:00,1.001665,0.0,0.0
2024,1,2,5,5.62,24.58,97.78,1.71,2024-01-02 05:00:00,1.00189,0.5630621800000001,0.5630621800000001
2024,1,2,6,87.75,25.58,95.62,1.92,2024-01-02 06:00:00,0.99739,8.752097249999998,8.752097249999998
2024,1,2,7,238.0,26.41,92.17,2.85,2024-01-02 07:00:00,0.993655,23.648988999999997,23.648988999999997
2024,1,2,8,403.0,27.14,88.72,3.25,2024-01-02 08:00:00,0.99037,39.911911,39.911911
2024,1,2,9,517.83,27.82,84.96,3.3,2024-01-02 09:00:00,0.98731,51.12587373,51.12587373
2024,1,2,10,652.62,28.3,82.01,3.08,2024-01-02 10:00:00,0.98515,64.2928593,64.2928593
2024,1,2,11,744.3,28.54,80.59,2.77,2024-01-02 11:00:00,0.98407,73.2443301,73.2443301
2024,1,2,12,770.35,28.74,79.29,2.64,2024-01-02 12:00:00,0.98317,75.73850095,75.73850095
2024,1,2,13,662.92,28.74,78.72,2.46,2024-01-02 13:00:00,0.98317,65.17630564,65.17630564
2024,1,2,14,546.03,28.61,78.89,2.17,2024-01-02 14:00:00,0.983755,53.71597426500001,53.71597426500001
2024,1,2,15,370.73,28.38,80.19,1.85,2024-01-02 15:00:00,0.98479,36.509119670000004,36.509119670000004
2024,1,2,16,184.23,27.9,84.13,1.49,2024-01-02 16:00:00,0.98695,18.18257985,18.18257985
2024,1,2,17,40.6,27.08,90.07,1.3,2024-01-02 17:00:00,0.99064,4.0219984,4.0219984
2024,1,2,18,0.0,26.3,91.66,1.38,2024-01-02 18:00:00,0.99415,0.0,0.0
2024,1,2,19,0.0,26.05,92.03,1.33,2024-01-02 19:00:00,0.995275,0.0,0.0
2024,1,2,20,0.0,25.9,92.02,1.24,2024-01-02 20:00:00,0.99595,0.0,0.0
2024,1,2,21,0.0,25.8,91.69,1.11,2024-01-02 21:00:00,0.9964,0.0,0.0
2024,1,2,22,0.0,25.73,91.22,0.95,2024-01-02 22:00:00,0.996715,0.0,0.0
2024,1,2,23,0.0,25.68,90.91,0.65,2024-01-02 23:00:00,0.99694,0.0,0.0
2024,1,3,0,0.0,25.59,91.31,0.33,2024-01-03 00:00:00,0.997345,0.0,0.0
2024,1,3,1,0.0,25.36,92.71,0.37,2024-01-03 01:00:00,0.99838,0.0,0.0
2024,1,3,2,0.0,25.22,93.59,0.38,2024-01-03 02:00:00,0.99901,0.0,0.0
2024,1,3,3,0.0,25.22,92.62,0.33,2024-01-03 03:00:00,0.99901,0.0,0.0
2024,1,3,4,0.0,25.16,93.07,0.42,2024-01-03 04:00:00,0.99928,0.0,0.0
2024,1,3,5,3.4,24.96,94.71,0.65,2024-01-03 05:00:00,1.00018,0.3400612,0.3400612
2024,1,3,6,99.0,25.73,94.28,0.86,2024-01-03 06:00:00,0.996715,9.8674785,9.8674785
2024,1,3,7,238.27,26.7,89.74,1.29,2024-01-03 07:00:00,0.99235,23.64472345,23.64472345
2024,1,3,8,394.4,27.46,86.51,1.7,2024-01-03 08:00:00,0.98893,39.0033992,39.0033992
2024,1,3,9,629.92,28.35,82.04,2.11,2024-01-03 09:00:00,0.984925,62.04239559999999,62.04239559999999
2024,1,3,10,734.2,29.02,77.91,2.32,2024-01-03 10:00:00,0.98191,72.0918322,72.0918322
2024,1,3,11,741.38,29.54,75.15,2.37,2024-01-03 11:00:00,0.97957,72.62336066,72.62336066
2024,1,3,12,672.53,29.97,72.68,2.33,2024-01-03 12:00:00,0.977635,65.748886655,65.748886655
2024,1,3,13,569.45,30.18,71.12,2.25,2024-01-03 13:00:00,0.9766900000000001,55.617612050000005,55.617612050000005
2024,1,3,14,147.12,29.7,73.6,1.96,2024-01-03 14:00:00,0.97885,14.4008412,14.4008412
2024,1,3,15,56.9,29.02,77.55,1.75,2024-01-03 15:00:00,0.98191,5.587067899999999,5.587067899999999
2024,1,3,16,31.2,28.25,83.17,1.25,2024-01-03 16:00:00,0.985375,3.0743699999999996,3.0743699999999996
2024,1,3,17,7.55,27.32,87.81,1.06,2024-01-03 17:00:00,0.98956,0.7471177999999999,0.7471177999999999
2024,1,3,18,0.0,26.44,92.81,0.7,2024-01-03 18:00:00,0.99352,0.0,0.0
2024,1,3,19,0.0,26.19,91.06,0.56,2024-01-03 19:00:00,0.994645,0.0,0.0
2024,1,3,20,0.0,26.12,89.27,0.26,2024-01-03 20:00:00,0.99496,0.0,0.0
2024,1,3,21,0.0,25.86,92.27,0.3,2024-01-03 21:00:00,0.99613,0.0,0.0
2024,1,3,22,0.0,25.49,91.93,0.48,2024-01-03 22:00:00,0.997795,0.0,0.0
2024,1,3,23,0.0,25.02,93.93,0.57,2024-01-03 23:00:00,0.99991,0.0,0.0
2024,1,4,0,0.0,24.69,95.5,0.75,2024-01-04 00:00:00,1.001395,0.0,0.0
2024,1,4,1,0.0,24.6,95.73,0.8,2024-01-04 01:00:00,1.0018,0.0,0.0
2024,1,4,2,0.0,24.58,95.39,0.73,2024-01-04 02:00:00,1.00189,0.0,0.0
2024,1,4,3,0.0,24.62,94.69,0.48,2024-01-04 03:00:00,1.00171,0.0,0.0
2024,1,4,4,0.0,24.75,93.12,0.12,2024-01-04 04:00:00,1.001125,0.0,0.0
2024,1,4,5,5.78,24.42,94.85,0.83,2024-01-04 05:00:00,1.00261,0.57950858,0.57950858
2024,1,4,6,101.05,25.16,94.36,1.2,2024-01-04 06:00:00,0.99928,10.0977244,10.0977244
2024,1,4,7,263.35,26.26,86.83,1.4,2024-01-04 07:00:00,0.99433,26.185680550000004,26.185680550000004
2024,1,4,8,437.0,26.91,80.14,1.62,2024-01-04 08:00:00,0.991405,43.3243985,43.3243985
2024,1,4,9,586.8,27.53,76.6,1.74,2024-01-04 09:00:00,0.988615,58.0119282,58.0119282
2024,1,4,10,651.92,28.17,73.75,1.6,2024-01-04 10:00:00,0.985735,64.26203611999999,64.26203611999999
2024,1,4,11,589.45,28.6,71.84,1.4,2024-01-04 11:00:00,0.9838,57.990091,57.990091
2024,1,4,12,535.28,28.64,71.77,1.2,2024-01-04 12:00:00,0.98362,52.651211360000005,52.651211360000005
2024,1,4,13,449.73,28.37,73.64,0.95,2024-01-04 13:00:00,0.984835,44.290984455,44.290984455
2024,1,4,14,183.9,27.84,77.0,0.79,2024-01-04 14:00:00,0.98722,18.1549758,18.1549758
2024,1,4,15,82.72,27.25,80.72,0.68,2024-01-04 15:00:00,0.989875,8.188246,8.188246
2024,1,4,16,42.35,26.62,86.06,0.71,2024-01-04 16:00:00,0.99271,4.20412685,4.20412685
2024,1,4,17,10.05,25.95,89.4,1.02,2024-01-04 17:00:00,0.995725,1.0007036249999999,1.0007036249999999
2024,1,4,18,0.0,25.27,94.94,0.92,2024-01-04 18:00:00,0.998785,0.0,0.0
2024,1,4,19,0.0,24.92,95.45,1.1,2024-01-04 19:00:00,1.00036,0.0,0.0
2024,1,4,20,0.0,24.61,95.69,1.28,2024-01-04 20:00:00,1.001755,0.0,0.0
2024,1,4,21,0.0,24.34,95.94,1.35,2024-01-04 21:00:00,1.00297,0.0,0.0
2024,1,4,22,0.0,24.05,96.41,1.32,2024-01-04 22:00:00,1.004275,0.0,0.0
2024,1,4,23,0.0,23.79,96.84,1.27,2024-01-04 23:00:00,1.005445,0.0,0.0
2024,1,5,0,0.0,23.53,97.05,1.29,2024-01-05 00:00:00,1.006615,0.0,0.0
2024,1,5,1,0.0,23.41,97.06,1.21,2024-01-05 01:00:00,1.007155,0.0,0.0
2024,1,5,2,0.0,23.52,96.15,0.98,2024-01-05 02:00:00,1.00666,0.0,0.0
2024,1,5,3,0.0,23.67,95.15,0.74,2024-01-05 03:00:00,1.005985,0.0,0.0
2024,1,5,4,0.0,23.8,94.39,0.55,2024-01-05 04:00:00,1.0054,0.0,0.0
2024,1,5,5,5.45,24.01,94.14,0.28,2024-01-05 05:00:00,1.004455,0.5474279750000001,0.5474279750000001
2024,1,5,6,91.35,24.75,92.47,0.23,2024-01-05 06:00:00,1.001125,9.145276875,9.145276875
2024,1,5,7,250.85,26.8,79.1,0.91,2024-01-05 07:00:00,0.9919,24.8818115,24.8818115
2024,1,5,8,420.48,28.15,73.01,1.47,2024-01-05 08:00:00,0.985825,41.4519696,41.4519696
2024,1,5,9,569.2,29.51,67.64,1.86,2024-01-05 09:00:00,0.979705,55.7648086,55.7648086
2024,1,5,10,631.92,30.59,63.89,1.9,2024-01-05 10:00:00,0.974845,61.60240523999999,61.60240523999999
2024,1,5,11,624.9,31.08,61.99,1.8,2024-01-05 11:00:00,0.9726400000000001,60.78027360000001,60.78027360000001
2024,1,5,12,645.83,31.11,62.15,1.84,2024-01-05 12:00:00,0.972505,62.807290415,62.807290415
2024,1,5,13,574.5,30.8,63.67,2.1,2024-01-05 13:00:00,0.9739,55.950555,55.950555
2024,1,5,14,455.95,29.97,67.69,2.64,2024-01-05 14:00:00,0.977635,44.575267825,44.575267825
2024,1,5,15,158.85,28.98,73.61,3.22,2024-01-05 15:00:00,0.98209,15.60049965,15.60049965
2024,1,5,16,85.43,27.89,80.26,3.52,2024-01-05 16:00:00,0.986995,8.431898285,8.431898285
2024,1,5,17,20.33,26.67,88.62,2.93,2024-01-05 17:00:00,0.992485,2.017722005,2.017722005
2024,1,5,18,0.0,25.88,93.75,2.48,2024-01-05 18:00:00,0.99604,0.0,0.0
2024,1,5,19,0.0,25.65,95.19,2.42,2024-01-05 19:00:00,0.997075,0.0,0.0
2024,1,5,20,0.0,25.5,95.97,2.32,2024-01-05 20:00:00,0.99775,0.0,0.0
2024,1,5,21,0.0,25.36,96.33,2.24,2024-01-05 21:00:00,0.99838,0.0,0.0
2024,1,5,22,0.0,25.23,96.46,2.14,2024-01-05 22:00:00,0.998965,0.0,0.0
2024,1,5,23,0.0,25.04,96.48,2.01,2024-01-05 23:00:00,0.99982,0.0,0.0
2024,1,6,0,0.0,24.82,96.45,1.84,2024-01-06 00:00:00,1.00081,0.0,0.0
2024,1,6,1,0.0,24.66,96.3,1.68,2024-01-06 01:00:00,1.00153,0.0,0.0
2024,1,6,2,0.0,24.53,96.25,1.55,2024-01-06 02:00:00,1.002115,0.0,0.0
2024,1,6,3,0.0,24.39,96.32,1.52,2024-01-06 03:00:00,1.002745,0.0,0.0
2024,1,6,4,0.0,24.22,96.5,1.51,2024-01-06 04:00:00,1.00351,0.0,0.0
2024,1,6,5,6.55,24.11,96.6,1.51,2024-01-06 05:00:00,1.004005,0.657623275,0.657623275
2024,1,6,6,132.1,25.36,93.0,1.96,2024-01-06 06:00:00,0.99838,13.1885998,13.1885998
2024,1,6,7,350.05,26.42,87.86,2.37,2024-01-06 07:00:00,0.99361,34.78131805,34.78131805
2024,1,6,8,568.03,27.56,82.27,2.15,2024-01-06 08:00:00,0.98848,56.14862943999999,56.14862943999999
2024,1,6,9,709.55,28.5,77.4,1.68,2024-01-06 09:00:00,0.98425,69.83745874999998,69.83745874999998
2024,1,6,10,770.38,29.13,74.18,1.34,2024-01-06 10:00:00,0.981415,75.60624877,75.60624877
2024,1,6,11,728.9,29.58,72.02,1.31,2024-01-06 11:00:00,0.97939,71.3877371,71.3877371
2024,1,6,12,648.42,29.69,71.25,1.64,2024-01-06 12:00:00,0.978895,63.47350959,63.47350959
2024,1,6,13,511.55,29.17,74.02,2.19,2024-01-06 13:00:00,0.981235,50.195076425,50.195076425
2024,1,6,14,137.43,28.42,78.24,2.63,2024-01-06 14:00:00,0.98461,13.53149523,13.53149523
2024,1,6,15,46.95,27.67,82.74,2.96,2024-01-06 15:00:00,0.987985,4.638589575,4.638589575
2024,1,6,16,28.58,26.92,87.35,3.02,2024-01-06 16:00:00,0.99136,2.83330688,2.83330688
2024,1,6,17,9.12,26.2,92.17,2.53,2024-01-06 17:00:00,0.9946,0.9070752,0.9070752
2024,1,6,18,0.0,25.8,94.6,2.32,2024-01-06 18:00:00,0.9964,0.0,0.0
2024,1,6,19,0.0,25.66,95.2,2.4,2024-01-06 19:00:00,0.99703,0.0,0.0
2024,1,6,20,0.0,25.53,95.68,2.42,2024-01-06 20:00:00,0.997615,0.0,0.0
2024,1,6,21,0.0,25.39,95.87,2.51,2024-01-06 21:00:00,0.998245,0.0,0.0
2024,1,6,22,0.0,25.26,95.92,2.59,2024-01-06 22:00:00,0.99883,0.0,0.0
2024,1,6,23,0.0,25.1,96.17,2.46,2024-01-06 23:00:00,0.9995499999999999,0.0,0.0
2024,1,7,0,0.0,24.82,96.57,2.4,2024-01-07 00:00:00,1.00081,0.0,0.0
2024,1,7,1,0.0,24.67,96.61,2.74,2024-01-07 01:00:00,1.001485,0.0,0.0
2024,1,7,2,0.0,24.65,96.08,3.41,2024-01-07 02:00:00,1.001575,0.0,0.0
2024,1,7,3,0.0,24.47,95.23,4.06,2024-01-07 03:00:00,1.002385,0.0,0.0
2024,1,7,4,0.0,24.05,95.16,3.42,2024-01-07 04:00:00,1.004275,0.0,0.0
2024,1,7,5,5.7,23.73,95.83,2.51,2024-01-07 05:00:00,1.005715,0.57325755,0.57325755
2024,1,7,6,98.28,24.16,95.08,2.58,2024-01-07 06:00:00,1.00378,9.86514984,9.86514984
2024,1,7,7,262.02,24.77,92.88,2.97,2024-01-07 07:00:00,1.001035,26.229119069999996,26.229119069999996
2024,1,7,8,445.88,25.46,89.42,3.19,2024-01-07 08:00:00,0.99793,44.49570284,44.49570284
2024,1,7,9,527.88,26.36,85.59,2.97,2024-01-07 09:00:00,0.99388,52.46493744,52.46493744
2024,1,7,10,628.78,27.4,81.78,2.37,2024-01-07 10:00:00,0.9892,62.1989176,62.1989176
2024,1,7,11,583.55,28.21,78.85,1.87,2024-01-07 11:00:00,0.985555,57.512062024999985,57.512062024999985
2024,1,7,12,341.7,28.45,78.29,1.7,2024-01-07 12:00:00,0.984475,33.63951075,33.63951075
2024,1,7,13,216.73,28.21,80.01,1.75,2024-01-07 13:00:00,0.985555,21.359933514999998,21.359933514999998
2024,1,7,14,112.75,27.67,82.91,1.69,2024-01-07 14:00:00,0.987985,11.139530875,11.139530875
2024,1,7,15,103.2,27.07,86.1,1.47,2024-01-07 15:00:00,0.990685,10.223869200000001,10.223869200000001
2024,1,7,16,57.97,26.46,89.81,1.15,2024-01-07 16:00:00,0.99343,5.75891371,5.75891371
2024,1,7,17,14.82,25.87,93.46,0.81,2024-01-07 17:00:00,0.996085,1.47619797,1.47619797
2024,1,7,18,0.0,25.48,95.91,0.6,2024-01-07 18:00:00,0.99784,0.0,0.0
2024,1,7,19,0.0,25.25,96.21,0.76,2024-01-07 19:00:00,0.998875,0.0,0.0
2024,1,7,20,0.0,24.99,95.78,1.1,2024-01-07 20:00:00,1.000045,0.0,0.0
2024,1,7,21,0.0,24.55,95.88,1.33,2024-01-07 21:00:00,1.002025,0.0,0.0
2024,1,7,22,0.0,24.15,96.23,1.48,2024-01-07 22:00:00,1.003825,0.0,0.0
2024,1,7,23,0.0,23.83,96.89,1.45,2024-01-07 23:00:00,1.005265,0.0,0.0
2024,1,8,0,0.0,23.62,97.22,1.24,2024-01-08 00:00:00,1.00621,0.0,0.0
2024,1,8,1,0.0,23.51,96.97,1.04,2024-01-08 01:00:00,1.006705,0.0,0.0
2024,1,8,2,0.0,23.36,96.79,1.04,2024-01-08 02:00:00,1.00738,0.0,0.0
2024,1,8,3,0.0,23.19,97.01,1.12,2024-01-08 03:00:00,1.008145,0.0,0.0
2024,1,8,4,0.0,23.08,97.21,1.19,2024-01-08 04:00:00,1.00864,0.0,0.0
2024,1,8,5,5.65,23.2,97.21,1.21,2024-01-08 05:00:00,1.0081,0.5695765,0.5695765
2024,1,8,6,109.62,24.65,92.61,1.84,2024-01-08 06:00:00,1.001575,10.979265150000003,10.979265150000003
2024,1,8,7,297.48,26.38,86.27,2.13,2024-01-08 07:00:00,0.99379,29.563264919999998,29.563264919999998
2024,1,8,8,495.23,27.94,79.63,2.46,2024-01-08 08:00:00,0.98677,48.86781071000001,48.86781071000001
2024,1,8,9,590.58,29.12,74.15,2.79,2024-01-08 09:00:00,0.98146,57.96306468,57.96306468
2024,1,8,10,593.92,29.83,70.59,3.02,2024-01-08 10:00:00,0.978265,58.101114880000004,58.101114880000004
2024,1,8,11,585.75,30.39,67.6,3.16,2024-01-08 11:00:00,0.975745,57.154263375,57.154263375
2024,1,8,12,525.83,30.75,65.38,3.28,2024-01-08 12:00:00,0.974125,51.222414875,51.222414875
2024,1,8,13,399.05,30.34,66.83,3.29,2024-01-08 13:00:00,0.97597,38.94608285,38.94608285
2024,1,8,14,267.23,29.83,69.21,3.28,2024-01-08 14:00:00,0.978265,26.142175595000005,26.142175595000005
2024,1,8,15,174.85,29.19,71.93,3.07,2024-01-08 15:00:00,0.981145,17.155320325,17.155320325
2024,1,8,16,88.53,28.22,77.18,2.59,2024-01-08 16:00:00,0.98551,8.72472003,8.72472003
2024,1,8,17,22.0,26.92,85.42,1.89,2024-01-08 17:00:00,0.99136,2.180992,2.180992
2024,1,8,18,0.0,25.88,91.36,1.48,2024-01-08 18:00:00,0.99604,0.0,0.0
2024,1,8,19,0.0,25.38,92.79,1.42,2024-01-08 19:00:00,0.99829,0.0,0.0
2024,1,8,20,0.0,24.93,93.97,1.34,2024-01-08 20:00:00,1.000315,0.0,0.0
2024,1,8,21,0.0,24.58,94.7,1.23,2024-01-08 21:00:00,1.00189,0.0,0.0
2024,1,8,22,0.0,24.21,94.94,1.15,2024-01-08 22:00:00,1.003555,0.0,0.0
2024,1,8,23,0.0,23.94,94.85,1.04,2024-01-08 23:00:00,1.00477,0.0,0.0
2024,1,9,0,0.0,23.71,94.76,0.96,2024-01-09 00:00:00,1.005805,0.0,0.0
2024,1,9,1,0.0,23.5,95.04,0.89,2024-01-09 01:00:00,1.00675,0.0,0.0
2024,1,9,2,0.0,23.32,95.2,0.87,2024-01-09 02:00:00,1.00756,0.0,0.0
2024,1,9,3,0.0,23.1,95.82,0.94,2024-01-09 03:00:00,1.00855,0.0,0.0
2024,1,9,4,0.0,22.91,96.37,1.04,2024-01-09 04:00:00,1.009405,0.0,0.0
2024,1,9,5,4.68,22.86,96.71,1.08,2024-01-09 05:00:00,1.00963,0.47250684000000004,0.47250684000000004
2024,1,9,6,103.78,23.86,93.15,1.46,2024-01-09 06:00:00,1.00513,10.43123914,10.43123914
2024,1,9,7,295.88,25.23,86.52,1.35,2024-01-09 07:00:00,0.998965,29.557376419999997,29.557376419999997
2024,1,9,8,513.97,26.86,78.18,1.06,2024-01-09 08:00:00,0.99163,50.966807110000005,50.966807110000005
2024,1,9,9,639.92,28.34,71.27,0.84,2024-01-09 09:00:00,0.98497,63.03020023999999,63.03020023999999
2024,1,9,10,687.05,29.49,66.59,0.91,2024-01-09 10:00:00,0.979795,67.316815475,67.316815475
2024,1,9,11,640.6,30.37,64.12,1.18,2024-01-09 11:00:00,0.975835,62.511990100000006,62.511990100000006
2024,1,9,12,589.38,30.77,63.56,1.61,2024-01-09 12:00:00,0.974035,57.407674830000005,57.407674830000005
2024,1,9,13,496.17,30.7,64.64,2.06,2024-01-09 13:00:00,0.97435,48.34432395,48.34432395
2024,1,9,14,353.7,30.03,67.62,2.46,2024-01-09 14:00:00,0.977365,34.569400050000006,34.569400050000006
2024,1,9,15,144.65,29.11,72.68,2.97,2024-01-09 15:00:00,0.981505,14.197469824999999,14.197469824999999
2024,1,9,16,56.6,28.01,79.34,3.32,2024-01-09 16:00:00,0.986455,5.5833353,5.5833353
2024,1,9,17,11.07,26.76,88.0,2.75,2024-01-09 17:00:00,0.99208,1.09823256,1.09823256
2024,1,9,18,0.0,25.99,93.21,2.18,2024-01-09 18:00:00,0.995545,0.0,0.0
2024,1,9,19,0.0,25.75,94.81,1.83,2024-01-09 19:00:00,0.996625,0.0,0.0
2024,1,9,20,0.0,25.61,95.53,1.49,2024-01-09 20:00:00,0.997255,0.0,0.0
2024,1,9,21,0.0,25.59,94.97,1.19,2024-01-09 21:00:00,0.997345,0.0,0.0
2024,1,9,22,0.0,25.49,95.05,1.03,2024-01-09 22:00:00,0.997795,0.0,0.0
2024,1,9,23,0.0,25.27,95.91,1.02,2024-01-09 23:00:00,0.998785,0.0,0.0
2024,1,10,0,0.0,25.08,96.65,1.05,2024-01-10 00:00:00,0.99964,0.0,0.0
2024,1,10,1,0.0,24.97,96.85,1.1,2024-01-10 01:00:00,1.000135,0.0,0.0
2024,1,10,2,0.0,24.89,96.89,1.18,2024-01-10 02:00:00,1.000495,0.0,0.0
2024,1,10,3,0.0,24.8,97.08,1.29,2024-01-10 03:00:00,1.0009,0.0,0.0
2024,1,10,4,0.0,24.71,97.17,1.37,2024-01-10 04:00:00,1.001305,0.0,0.0
2024,1,10,5,4.78,24.73,97.22,1.44,2024-01-10 05:00:00,1.001215,0.47858077000000004,0.47858077000000004
2024,1,10,6,90.32,25.59,94.76,2.05,2024-01-10 06:00:00,0.997345,9.00802004,9.00802004
2024,1,10,7,249.52,26.45,91.08,2.57,2024-01-10 07:00:00,0.993475,24.7891882,24.7891882
2024,1,10,8,425.45,27.44,85.89,2.71,2024-01-10 08:00:00,0.98902,42.0778559,42.0778559
2024,1,10,9,558.88,28.27,81.25,2.79,2024-01-10 09:00:00,0.985285,55.065608080000004,55.065608080000004
2024,1,10,10,697.65,28.77,78.66,2.9,2024-01-10 10:00:00,0.983035,68.581436775,68.581436775
2024,1,10,11,768.2,28.77,78.75,2.98,2024-01-10 11:00:00,0.983035,75.5167487,75.5167487
2024,1,10,12,727.83,28.62,79.7,3.08,2024-01-10 12:00:00,0.98371,71.59736493000001,71.59736493000001
2024,1,10,13,591.92,28.36,81.07,3.23,2024-01-10 13:00:00,0.98488,58.29701696,58.29701696
2024,1,10,14,371.12,28.01,82.79,3.34,2024-01-10 14:00:00,0.986455,36.60931796,36.60931796
2024,1,10,15,72.12,27.58,84.9,3.33,2024-01-10 15:00:00,0.98839,7.128268680000001,7.128268680000001
2024,1,10,16,40.72,27.01,88.13,3.22,2024-01-10 16:00:00,0.990955,4.03516876,4.03516876
2024,1,10,17,10.9,26.28,92.49,2.64,2024-01-10 17:00:00,0.99424,1.0837216,1.0837216
2024,1,10,18,0.0,25.74,94.76,2.62,2024-01-10 18:00:00,0.9966700000000001,0.0,0.0
2024,1,10,19,0.0,25.56,95.37,2.88,2024-01-10 19:00:00,0.99748,0.0,0.0
2024,1,10,20,0.0,25.44,95.63,3.04,2024-01-10 20:00:00,0.99802,0.0,0.0
2024,1,10,21,0.0,25.27,95.68,3.24,2024-01-10 21:00:00,0.998785,0.0,0.0
2024,1,10,22,0.0,25.08,96.0,3.1,2024-01-10 22:00:00,0.99964,0.0,0.0
2024,1,10,23,0.0,25.0,96.1,2.89,2024-01-10 23:00:00,1.0,0.0,0.0
2024,1,11,0,0.0,24.75,96.7,2.45,2024-01-11 00:00:00,1.001125,0.0,0.0
2024,1,11,1,0.0,24.61,97.03,2.31,2024-01-11 01:00:00,1.001755,0.0,0.0
2024,1,11,2,0.0,24.58,96.67,2.45,2024-01-11 02:00:00,1.00189,0.0,0.0
2024,1,11,3,0.0,24.43,96.75,2.18,2024-01-11 03:00:00,1.002565,0.0,0.0
2024,1,11,4,0.0,24.38,96.66,2.02,2024-01-11 04:00:00,1.00279,0.0,0.0
2024,1,11,5,4.32,24.41,96.58,1.96,2024-01-11 05:00:00,1.002655,0.43314696,0.43314696
2024,1,11,6,93.0,25.01,94.91,2.42,2024-01-11 06:00:00,0.999955,9.2995815,9.2995815
2024,1,11,7,264.98,25.63,92.71,2.89,2024-01-11 07:00:00,0.997165,26.422878169999997,26.422878169999997
2024,1,11,8,454.33,26.56,89.77,3.17,2024-01-11 08:00:00,0.99298,45.11406034,45.11406034
2024,1,11,9,630.58,27.27,87.02,3.14,2024-01-11 09:00:00,0.989785,62.41386253,62.41386253
2024,1,11,10,713.45,27.88,83.8,2.96,2024-01-11 10:00:00,0.98704,70.4203688,70.4203688
2024,1,11,11,747.9,28.64,79.97,2.81,2024-01-11 11:00:00,0.98362,73.5649398,73.5649398
2024,1,11,12,670.2,29.04,77.45,2.71,2024-01-11 12:00:00,0.98182,65.8015764,65.8015764
2024,1,11,13,490.6,28.93,77.55,2.76,2024-01-11 13:00:00,0.982315,48.19237390000001,48.19237390000001
2024,1,11,14,102.07,28.55,79.17,2.98,2024-01-11 14:00:00,0.984025,10.043943174999999,10.043943174999999
2024,1,11,15,54.42,27.89,82.41,3.11,2024-01-11 15:00:00,0.986995,5.37122679,5.37122679
2024,1,11,16,32.08,27.1,86.99,2.94,2024-01-11 16:00:00,0.99055,3.1776844,3.1776844
2024,1,11,17,8.8,26.24,92.37,2.31,2024-01-11 17:00:00,0.99442,0.8750896,0.8750896
